Dropoff Community Area,Ride Date,Total Number of Rides,Average Ride Length
23,06/21/2014,127,3.3390551181102364
23,06/21/2015,117,3.4591452991453
23,06/21/2013,52,5.528076923076924
23,12/23/2013,83,2.88421686746988
23,12/23/2014,71,3.7535211267605644
23,12/23/2015,61,4.051967213114754
23,12/23/2016,54,4.219074074074073
23,05/22/2017,43,4.316046511627907
23,05/22/2016,71,3.5604225352112673
23,05/09/2013,35,4.079999999999999
23,05/22/2015,96,4.166145833333332
23,05/09/2014,94,3.106808510638299
23,05/22/2014,61,3.0977049180327865
23,05/09/2015,127,3.30716535433071
23,05/22/2013,35,3.554285714285714
23,05/09/2016,54,6.13148148148148
23,09/30/2014,70,4.493142857142855
23,04/03/2015,94,3.668404255319149
23,04/03/2014,65,3.795384615384615
23,09/30/2013,42,3.3847619047619055
23,09/30/2016,51,5.0425490196078435
23,04/03/2013,30,6.1066666666666665
23,09/30/2015,65,4.0655384615384635
23,04/03/2017,45,4.3068888888888885
23,04/03/2016,86,3.86046511627907
23,02/09/2017,34,3.612058823529412
23,02/09/2016,52,4.392307692307692
23,02/09/2015,79,4.10126582278481
23,07/19/2013,42,4.012619047619048
23,02/09/2014,115,3.2886956521739124
23,02/09/2013,47,6.782127659574469
23,05/29/2016,77,10.51727272727272
23,05/29/2015,86,3.9624418604651166
23,05/29/2017,35,3.9485714285714284
23,05/29/2014,80,3.22975
23,05/29/2013,24,4.195833333333332
23,07/19/2017,22,5.509999999999999
23,07/19/2016,38,5.0160526315789475
23,07/19/2015,116,3.091034482758621
23,07/19/2014,145,3.142275862068966
23,01/31/2016,87,4.035977011494253
23,09/16/2014,58,4.322586206896552
23,09/16/2013,49,6.956122448979591
23,01/31/2017,39,4.56923076923077
23,09/16/2016,36,4.3277777777777775
23,01/31/2014,67,3.2513432835820892
23,01/31/2015,114,3.0642982456140357
23,09/16/2015,60,4.673500000000001
23,01/31/2013,47,5.895744680851064
23,10/30/2015,96,3.674687499999999
23,10/30/2016,85,3.709411764705882
23,10/30/2013,44,3.519772727272728
23,10/30/2014,70,3.4934285714285713
23,07/03/2013,39,2.486666666666667
23,07/03/2014,81,4.045679012345678
23,07/03/2015,111,3.733783783783783
23,07/03/2016,72,3.643055555555555
23,07/03/2017,32,5.445937499999999
23,06/07/2017,28,5.1075
23,06/07/2016,46,3.4856521739130435
23,06/07/2015,116,3.186379310344828
23,06/07/2014,119,3.163613445378152
23,06/07/2013,34,3.5411764705882347
23,02/13/2013,22,4.286363636363636
23,02/13/2014,56,3.526964285714286
23,02/13/2015,105,3.088571428571428
23,02/13/2016,105,3.3876190476190486
23,02/13/2017,31,4.722580645161291
23,07/12/2014,144,3.177152777777779
23,07/12/2013,42,7.979047619047618
23,09/07/2015,74,4.014324324324323
23,07/12/2016,36,6.7938888888888895
23,10/17/2016,41,3.6775609756097563
23,07/12/2015,84,3.363571428571428
23,09/07/2016,34,3.3352941176470585
23,07/12/2017,24,5.272916666666667
23,10/17/2013,29,2.8613793103448275
23,09/07/2013,67,2.590746268656716
23,10/17/2014,88,3.9409090909090922
23,10/17/2015,101,3.2777227722772277
23,09/07/2014,112,3.140089285714286
23,03/25/2017,59,4.194067796610169
23,03/25/2013,30,3.8033333333333332
23,03/25/2014,68,3.2567647058823517
23,03/25/2015,67,3.6238805970149266
23,03/25/2016,63,2.977301587301587
23,02/29/2016,82,4.349390243902439
23,10/10/2015,100,4.1033
23,10/10/2016,35,3.5442857142857145
23,10/10/2013,41,4.608536585365853
23,10/10/2014,96,3.411875000000002
23,01/24/2017,29,5.243448275862068
23,01/24/2016,100,3.5519000000000007
23,01/24/2015,110,3.2354545454545436
23,01/24/2014,66,3.5339393939393937
23,08/11/2014,66,3.7518181818181833
23,08/11/2013,67,2.78268656716418
23,08/11/2016,44,4.570227272727271
23,08/11/2015,45,4.737777777777777
23,02/16/2014,142,2.9063380281690145
23,02/16/2015,82,4.186707317073173
23,02/16/2013,43,3.83720930232558
23,02/06/2017,31,4.413870967741936
23,12/27/2016,28,5.560000000000001
23,12/27/2015,84,4.055833333333332
23,12/27/2014,94,3.3851063829787247
23,12/27/2013,67,3.381791044776119
23,02/06/2013,19,4.673684210526315
23,02/06/2014,53,2.7216981132075473
23,02/06/2015,129,3.568527131782947
23,02/06/2016,80,3.739874999999999
23,06/30/2013,72,5.080694444444444
23,06/30/2014,93,3.6607526881720442
23,11/02/2015,54,3.7925925925925923
23,06/30/2015,53,4.415471698113208
23,11/02/2016,51,4.104117647058824
23,06/30/2016,63,7.74142857142857
23,06/30/2017,45,4.101999999999999
23,12/30/2016,56,3.634642857142858
23,09/03/2016,63,4.2180952380952395
23,09/03/2015,72,3.56986111111111
23,12/30/2015,85,3.7875294117647074
23,12/30/2014,84,3.8223809523809544
23,12/30/2013,72,3.3534722222222224
23,07/26/2013,36,3.331388888888889
23,07/26/2017,24,5.395416666666666
23,07/26/2016,52,3.68076923076923
23,07/26/2015,114,3.116754385964913
23,09/03/2014,67,3.3385074626865676
23,07/26/2014,154,3.1525974025974013
23,09/03/2013,34,2.8644117647058818
23,04/10/2016,82,3.637560975609755
23,04/10/2017,24,4.929166666666666
23,10/03/2015,100,3.3039000000000005
23,10/03/2016,33,6.682121212121212
23,10/03/2013,36,3.4322222222222227
23,10/03/2014,73,4.323287671232876
23,04/10/2014,56,4.110714285714286
23,04/10/2015,95,4.4256842105263186
23,04/10/2013,23,3.569565217391304
23,12/20/2013,82,3.867195121951218
23,11/02/2013,76,3.318947368421051
23,12/20/2015,105,3.1118095238095234
23,11/02/2014,98,4.0529591836734715
23,12/20/2014,125,3.4954400000000003
23,12/20/2016,45,4.742666666666667
23,05/25/2016,69,9.841449275362322
23,05/25/2015,74,3.9579729729729727
23,05/25/2017,28,5.850357142857143
23,05/25/2014,129,3.5784496124031016
23,05/25/2013,53,4.0067924528301875
23,07/06/2016,38,4.439473684210527
23,07/06/2017,28,4.456428571428572
23,07/06/2014,101,3.6598019801980213
23,07/06/2015,69,4.664927536231884
23,07/06/2013,44,2.8179545454545445
23,08/18/2015,62,3.801774193548387
23,08/18/2014,49,4.079591836734694
23,08/18/2013,58,4.3598275862068965
23,03/21/2014,148,2.8464864864864854
23,03/21/2013,42,4.420952380952381
23,03/21/2016,57,3.781228070175439
23,03/21/2015,126,5.386666666666667
23,08/18/2016,41,4.556097560975609
23,03/21/2017,37,5.0456756756756755
23,05/02/2013,30,4.816666666666666
23,05/02/2016,51,3.8998039215686267
23,05/02/2017,33,4.238484848484847
23,05/02/2014,108,4.027592592592591
23,05/02/2015,129,3.3028682170542645
23,08/31/2016,45,4.402444444444443
23,08/31/2015,63,10.743492063492063
23,08/31/2014,127,3.1126771653543326
23,08/31/2013,73,3.961780821917808
23,02/16/2016,60,4.256666666666667
23,02/16/2017,30,4.356999999999999
23,10/23/2016,70,4.0158571428571435
23,10/23/2015,80,3.7328750000000013
23,01/24/2013,29,3.779310344827587
23,09/23/2014,67,4.066417910447763
23,09/23/2013,33,2.5512121212121213
23,09/23/2016,59,4.3996610169491515
23,09/23/2015,67,4.657761194029852
23,03/28/2017,39,3.639743589743589
23,03/28/2016,37,4.202702702702703
23,07/29/2014,54,4.269814814814815
23,10/23/2014,61,3.5163934426229506
23,07/29/2013,35,3.5082857142857136
23,10/23/2013,39,2.163589743589744
23,07/29/2016,71,3.650704225352113
23,07/29/2015,56,3.646785714285713
23,07/29/2017,27,3.538888888888889
23,11/17/2013,66,3.2066666666666657
23,11/17/2014,65,3.817384615384616
23,11/17/2015,58,3.2889655172413796
23,11/17/2016,34,4.447941176470588
23,03/02/2013,62,3.711290322580644
23,08/07/2013,24,6.215416666666666
23,08/07/2014,62,3.229516129032259
23,03/02/2015,92,4.553804347826088
23,03/02/2014,148,3.110878378378379
23,08/07/2015,69,3.7592753623188413
23,08/07/2016,63,3.3663492063492058
23,03/02/2017,42,4.5371428571428565
23,03/02/2016,64,3.8296875000000004
23,04/30/2013,30,4.449999999999999
23,04/30/2017,36,4.208888888888889
23,04/30/2016,80,2.8341249999999993
23,04/30/2015,74,4.221891891891894
23,04/30/2014,80,4.161750000000002
23,09/02/2013,38,4.0152631578947355
23,09/02/2014,46,3.997173913043479
23,09/02/2015,59,4.122033898305085
23,09/02/2016,59,4.149152542372882
23,02/24/2016,80,4.8931249999999995
23,01/13/2017,40,4.6855
23,01/13/2016,50,4.2026
23,02/24/2015,76,3.8736842105263163
23,01/13/2015,42,4.2714285714285705
23,02/24/2014,67,3.114626865671641
23,01/13/2014,68,3.1727941176470575
23,02/24/2013,52,5.829615384615385
23,02/24/2017,46,4.693043478260869
23,10/06/2013,80,2.5136249999999998
23,10/06/2015,50,5.344000000000001
23,09/18/2016,58,4.663793103448276
23,09/18/2015,79,3.9298734177215193
23,10/06/2014,61,3.366229508196721
23,09/18/2014,62,3.7153225806451613
23,01/13/2013,47,4.880851063829788
23,09/18/2013,47,2.944255319148935
23,10/06/2016,52,4.344038461538461
23,06/11/2015,73,3.434246575342466
23,06/11/2016,91,3.8178021978021985
23,06/11/2017,45,4.142
23,06/11/2013,31,3.3225806451612905
23,06/11/2014,58,3.3360344827586204
23,06/26/2017,19,5.076842105263157
23,06/26/2015,89,4.01438202247191
23,05/15/2017,22,4.1536363636363625
23,05/15/2016,82,3.769756097560976
23,06/26/2016,108,5.5947222222222255
23,05/15/2015,78,3.7785897435897438
23,06/26/2013,25,3.1772000000000005
23,06/26/2014,70,3.7200000000000006
23,05/15/2014,69,3.8691304347826074
23,05/15/2013,40,3.8175
23,08/15/2013,42,4.587619047619048
23,08/15/2014,74,3.563783783783785
23,08/15/2015,111,4.188288288288289
23,08/15/2016,43,4.184418604651164
23,04/22/2017,44,4.224545454545455
23,07/21/2016,58,4.317068965517241
23,07/21/2015,66,4.143484848484847
23,07/21/2014,64,4.385781249999998
23,07/21/2013,55,3.5218181818181806
23,04/22/2015,78,3.717692307692308
23,04/22/2016,73,4.1832876712328755
23,04/22/2013,27,5.861111111111111
23,04/22/2014,63,4.7063492063492065
23,07/21/2017,37,4.507027027027028
23,04/28/2014,65,3.5400000000000005
23,04/28/2013,56,3.841071428571429
23,09/10/2013,46,4.9973913043478255
23,09/10/2014,56,4.3064285714285715
23,09/10/2015,64,4.395781250000001
23,09/10/2016,51,3.7260784313725495
23,01/21/2013,38,6.2710526315789465
23,01/21/2014,67,3.4597014925373126
23,01/21/2015,62,4.161935483870969
23,01/21/2016,63,4.002063492063493
23,01/21/2017,48,3.1237499999999994
23,01/30/2017,24,3.7833333333333337
23,09/20/2016,32,3.7806249999999992
23,09/20/2015,118,6.2288135593220355
23,09/20/2014,109,3.4997247706422
23,09/20/2013,60,3.601166666666666
23,01/30/2014,60,3.3948333333333327
23,01/30/2013,29,7.675862068965517
23,01/30/2016,70,3.527999999999999
23,01/30/2015,101,3.5414851485148526
23,08/24/2013,62,3.023548387096773
23,08/24/2014,131,3.541068702290076
23,06/10/2013,27,4.11851851851852
23,06/10/2017,49,3.078571428571426
23,06/10/2016,70,3.912857142857144
23,06/10/2015,93,3.998494623655915
23,06/10/2014,58,3.646206896551724
23,08/24/2015,54,32.3574074074074
23,08/24/2016,22,3.7204545454545452
23,10/24/2013,34,4.921176470588235
23,10/24/2014,85,4.30470588235294
23,08/25/2016,41,2.8717073170731697
23,10/24/2015,84,3.6097619047619056
23,05/06/2016,71,4.348028169014085
23,05/06/2017,56,4.0162499999999985
23,05/06/2014,64,4.278124999999998
23,05/06/2015,80,3.7349999999999985
23,06/03/2013,24,3.445416666666667
23,08/25/2014,66,3.425303030303032
23,06/03/2017,52,4.70673076923077
23,06/03/2016,61,8.651803278688524
23,08/25/2015,48,3.1708333333333325
23,06/03/2015,70,4.032857142857146
23,06/03/2014,82,4.101463414634145
23,08/25/2013,53,2.455094339622641
23,04/12/2014,132,3.6891666666666683
23,04/12/2015,99,2.936565656565657
23,04/12/2016,52,5.147307692307693
23,04/12/2017,34,4.997941176470588
23,05/23/2016,51,4.429803921568627
23,05/23/2015,126,3.503412698412698
23,05/23/2014,92,3.590108695652174
23,04/12/2013,42,4.301428571428572
23,05/23/2013,38,4.152894736842105
23,05/23/2017,28,4.1275
23,06/01/2014,144,3.7958333333333343
23,06/01/2015,63,3.770793650793649
23,06/01/2013,56,5.07125
23,06/01/2016,67,4.328358208955224
23,06/01/2017,31,4.707741935483872
23,05/08/2017,26,5.492692307692308
23,05/08/2016,75,6.454666666666668
23,10/24/2016,37,3.6829729729729723
23,03/17/2013,66,5.512121212121213
23,03/17/2014,80,3.455249999999998
23,03/17/2015,68,3.783235294117647
23,01/03/2014,67,3.1780597014925376
23,01/03/2013,22,3.037272727272727
23,11/11/2016,60,3.939
23,11/11/2015,53,3.6628301886792447
23,11/11/2014,71,3.8732394366197176
23,11/11/2013,45,3.0862222222222213
23,03/27/2017,36,2.8358333333333343
23,03/27/2015,100,4.109100000000002
23,03/27/2016,91,3.654725274725276
23,09/12/2015,102,3.321470588235294
23,03/27/2013,32,3.9468749999999995
23,03/27/2014,69,3.510724637681159
23,09/12/2016,27,3.3703703703703702
23,09/12/2013,37,3.2905405405405403
23,09/12/2014,203,3.7404926108374377
23,01/03/2016,95,3.7721052631578944
23,01/03/2015,80,4.0287500000000005
23,01/03/2017,42,3.360238095238095
23,03/17/2016,67,3.7364179104477606
23,05/06/2013,34,2.3970588235294112
23,03/17/2017,52,4.183076923076923
23,08/17/2015,75,4.893333333333333
23,08/17/2016,31,3.839032258064517
23,08/17/2013,46,3.1352173913043484
23,08/17/2014,133,3.5016541353383466
23,10/29/2013,29,2.4303448275862074
23,10/29/2014,60,4.296666666666667
23,10/29/2015,55,3.6898181818181817
23,10/29/2016,81,3.367037037037036
23,05/16/2017,32,5.2106249999999985
23,05/16/2013,39,2.81948717948718
23,05/16/2014,85,4.105294117647059
23,05/16/2015,107,3.5733644859813087
23,05/16/2016,46,4.0260869565217385
23,11/01/2015,138,3.146666666666667
23,11/01/2014,156,3.182692307692309
23,11/01/2016,47,3.926382978723404
23,12/18/2013,63,3.0434920634920646
23,12/18/2014,92,3.575326086956522
23,03/12/2017,54,3.3920370370370363
23,03/12/2016,108,3.282777777777779
23,11/01/2013,71,3.2764788732394368
23,03/12/2015,84,3.3065476190476204
23,03/12/2014,79,3.1279746835443043
23,03/12/2013,44,5.093181818181818
23,12/18/2015,98,3.7466326530612233
23,12/18/2016,53,3.745283018867923
23,05/08/2015,111,3.8381081081081088
23,05/08/2014,70,3.9700000000000006
23,05/08/2013,30,4.826666666666667
23,12/28/2013,105,3.09295238095238
23,12/28/2014,91,3.5039560439560433
23,12/28/2015,75,4.344133333333332
23,12/28/2016,22,4.386363636363637
23,10/14/2014,56,3.4428571428571426
23,10/14/2013,32,3.165624999999999
23,10/14/2016,61,4.418852459016394
23,10/14/2015,61,4.509180327868854
23,02/07/2015,144,3.488402777777776
23,02/07/2014,93,3.547096774193548
23,02/07/2017,42,4.117142857142857
23,02/07/2016,119,9.262521008403365
23,02/07/2013,32,5.065625000000001
23,01/23/2015,78,3.5101282051282054
23,01/23/2016,83,3.8037349397590368
23,01/23/2013,26,7.184615384615384
23,01/23/2014,49,2.9808163265306113
23,01/23/2017,35,4.963142857142855
23,01/06/2014,69,3.2924637681159417
23,01/06/2015,82,3.599756097560975
23,01/06/2016,74,3.885135135135136
23,01/06/2017,43,4.228372093023256
23,02/17/2016,62,3.6838709677419352
23,12/02/2016,56,3.754642857142857
23,02/17/2015,95,3.8177894736842104
23,02/17/2014,79,3.088481012658228
23,12/02/2014,59,3.757627118644068
23,01/06/2013,36,3.7194444444444437
23,12/02/2015,75,4.178399999999999
23,02/17/2013,60,6.261666666666666
23,05/10/2017,28,4.579285714285715
23,05/10/2016,45,5.228888888888889
23,05/10/2015,98,3.3652040816326543
23,05/10/2014,129,3.264108527131784
23,05/10/2013,39,3.3615384615384616
23,12/02/2013,54,4.1627777777777775
23,07/27/2013,55,3.47690909090909
23,02/17/2017,38,4.16342105263158
23,07/27/2014,112,3.049375000000001
23,07/27/2015,65,4.1861538461538474
23,07/27/2016,42,3.683333333333333
23,07/27/2017,35,4.387999999999998
23,11/24/2015,76,10.87328947368421
23,09/08/2013,57,6.142807017543862
23,11/24/2016,48,3.278958333333333
23,09/08/2015,53,3.5924528301886784
23,09/08/2014,58,4.2698275862068975
23,07/11/2014,85,3.8283529411764703
23,08/22/2013,36,3.7349999999999994
23,08/22/2014,92,3.610543478260869
23,07/11/2015,119,3.721680672268909
23,09/08/2016,45,4.504444444444444
23,09/25/2016,68,4.016470588235294
23,08/22/2015,126,3.5769047619047636
23,07/11/2016,53,8.998113207547172
23,09/25/2015,83,4.303614457831325
23,08/22/2016,36,6.074999999999998
23,07/11/2017,22,4.526818181818182
23,09/25/2014,64,3.6624999999999988
23,09/25/2013,44,3.16840909090909
23,07/11/2013,25,2.4120000000000004
23,11/24/2013,78,3.3033333333333323
23,11/24/2014,81,3.8695061728395057
23,10/01/2014,71,4.248732394366197
23,10/01/2013,36,2.4694444444444446
23,04/18/2017,42,4.486904761904761
23,04/18/2016,42,5.010238095238094
23,03/07/2017,35,4.6088571428571425
23,05/13/2015,67,4.803880597014927
23,05/13/2014,69,3.452173913043478
23,05/13/2017,42,3.8321428571428564
23,05/13/2016,82,3.595243902439024
23,03/07/2014,91,3.708351648351649
23,03/07/2013,37,3.364324324324324
23,05/13/2013,34,2.6667647058823527
23,03/07/2016,57,4.043859649122806
23,03/07/2015,132,3.3335606060606064
23,12/05/2014,103,3.6307766990291275
23,12/05/2013,52,2.745
23,12/05/2016,45,4.2377777777777785
23,12/05/2015,89,3.2273033707865157
23,02/14/2015,159,3.0111949685534585
23,02/14/2014,91,3.313846153846154
23,02/14/2017,57,4.141578947368421
23,02/14/2016,85,2.999058823529411
23,10/21/2014,63,4.696666666666665
23,01/26/2013,37,6.854054054054055
23,10/21/2013,48,3.888333333333335
23,01/26/2014,94,3.375531914893616
23,10/21/2016,46,3.6767391304347825
23,01/26/2015,59,4.692203389830508
23,10/21/2015,51,4.241960784313727
23,01/26/2016,66,3.8318181818181802
23,01/26/2017,38,4.420263157894739
23,02/14/2013,43,4.199999999999999
23,04/02/2017,38,3.4821052631578953
23,04/02/2015,78,3.788589743589744
23,04/02/2016,102,3.307843137254902
23,04/02/2013,33,5.427272727272727
23,04/18/2013,34,5.739999999999999
23,04/02/2014,79,3.3924050632911387
23,04/18/2015,149,3.8113422818791944
23,04/18/2014,91,4.134835164835163
23,10/01/2016,66,4.231666666666667
23,02/04/2014,62,5.399516129032259
23,10/01/2015,68,4.554705882352941
23,06/16/2013,44,2.922727272727272
23,02/04/2013,46,3.268913043478261
23,06/16/2014,61,3.947540983606559
23,12/15/2016,51,5.641176470588237
23,06/16/2015,95,4.038631578947371
23,06/16/2016,50,3.8719999999999994
23,06/16/2017,46,4.062391304347826
23,07/14/2017,35,4.618857142857142
23,09/05/2015,102,3.585784313725489
23,09/05/2016,47,3.7589361702127655
23,09/05/2013,39,2.7399999999999993
23,09/05/2014,88,4.09909090909091
23,07/14/2016,41,4.258536585365853
23,07/14/2015,36,2.991666666666666
23,02/04/2017,56,3.2419642857142854
23,07/14/2014,75,3.9328000000000003
23,02/04/2016,64,3.91921875
23,07/14/2013,55,3.4783636363636368
23,02/04/2015,83,3.3125301204819264
23,07/31/2013,24,3.8041666666666667
23,07/31/2015,95,3.836842105263157
23,07/31/2014,77,4.353636363636365
23,07/31/2017,23,4.651739130434782
23,07/31/2016,63,3.745873015873016
23,02/21/2014,103,3.5258252427184473
23,02/21/2015,134,3.7078358208955224
23,02/21/2016,93,8.83311827956989
23,02/21/2017,29,3.865517241379311
23,02/21/2013,38,2.823684210526316
23,04/28/2017,45,4.449999999999999
23,04/28/2016,51,3.317647058823529
23,04/28/2015,54,4.438703703703705
23,01/09/2015,86,4.102674418604653
23,01/09/2016,82,3.756951219512195
23,01/09/2013,18,10.283333333333333
23,01/09/2014,76,3.3601315789473705
23,01/09/2017,34,5.063529411764707
23,07/04/2015,130,3.4631538461538476
23,10/31/2015,100,3.6367000000000003
23,01/19/2013,51,8.64313725490196
23,07/04/2014,132,3.9434848484848493
23,09/15/2016,37,4.613513513513513
23,10/31/2014,121,3.7413223140495884
23,01/19/2015,76,3.4727631578947378
23,10/31/2013,53,3.8100000000000014
23,07/04/2017,21,3.870952380952381
23,01/19/2014,98,3.110204081632654
23,07/04/2016,63,4.655396825396826
23,01/19/2017,34,4.017058823529412
23,01/19/2016,63,3.905714285714286
23,07/04/2013,49,2.6236734693877546
23,10/31/2016,51,4.2131372549019614
23,09/15/2013,218,3.721697247706422
23,09/15/2015,55,5.145454545454545
23,09/15/2014,65,3.6307692307692307
23,01/29/2017,65,3.188153846153845
23,11/27/2016,45,3.2913333333333323
23,11/27/2015,50,3.721799999999999
23,01/29/2016,53,3.983018867924528
23,01/29/2015,76,4.198684210526316
23,11/27/2014,90,3.609333333333333
23,01/29/2014,67,3.4905970149253727
23,11/27/2013,63,2.8101587301587303
23,01/29/2013,24,5.204166666666666
23,09/28/2015,43,4.307906976744185
23,06/09/2016,57,3.9861403508771924
23,09/28/2014,103,4.139514563106797
23,06/09/2017,35,3.557714285714285
23,09/28/2016,33,2.8333333333333326
23,09/28/2013,74,3.004189189189188
23,02/11/2017,53,3.4409433962264147
23,02/11/2015,80,4.1244999999999985
23,02/11/2016,66,3.5789393939393936
